number,Act_speed
8275,17498.58856
8276,17499.56131
8277,17498.07358
8278,17497.78748
8279,17499.67575
8280,17499.16077
8281,17500.87738
8282,17500.59128
8283,17498.30246
8284,17499.50409
8285,17498.64578
8286,17498.1308
8287,17500.59128
8288,17498.58856
8289,17499.50409
8290,17500.99182
8291,17498.53134
8292,17498.98911
8293,17501.56403
8294,17499.21799
8295,17498.98911
8296,17501.50681
8297,17498.81744
8298,17499.73297
8299,17501.27792
8300,17499.96185
8301,17499.90463
8302,17498.07358
8303,17500.59128
8304,18669.77692
8305,19784.37424
8306,20001.01089
8307,20000.38147
8308,19999.00818
8309,19998.72208
8310,20000.72479
8311,20001.06812
8312,20000.72479
8313,19999.23706
8314,20001.06812
8315,19998.72208
8316,20001.297
8317,20001.5831
8318,19999.12262
8319,20000.66757
8320,20000.66757
8321,19998.60764
8322,19999.00818
8323,19998.55042
8324,20000.95367
8325,20001.06812
8326,20001.18256
8327,20001.41144
8328,20000.95367
8329,19998.60764
8330,20000.95367
8331,20000.89645
8332,19999.23706
8333,19998.72208
8334,20001.01089
8335,20000.83923
8336,20001.297
8337,19998.60764
8338,20000.61035
8339,20001.06812
8340,20001.23978
8341,19998.95096
8342,19999.40872
8343,20001.297
8344,19998.89374
8345,19999.00818
8346,20000.78201
8347,20001.35422
8348,20298.67172
8349,21321.02966
8350,22345.6192
8351,22498.79837
8352,22498.62671
8353,22499.94278
8354,22499.59946
8355,22498.56949
8356,22498.91281
8357,22498.68393
8358,22499.08447
8359,22498.97003
8360,22499.14169
8361,22499.14169
8362,22499.94278
8363,22499.82834
8364,22499.02725
8365,22499.02725
8366,22499.19891
8367,22498.68393
8368,22500.34332
8369,22500.2861
8370,22500.34332
8371,22500.45776
8372,22500.34332
8373,22499.19891
8374,22498.28339
8375,22500.05722
8376,22500.40054
8377,22500.22888
8378,22498.39783
8379,22500.22888
8380,22500.2861
8381,22498.97003
8382,22498.97003
8383,22500.5722
8384,22500.11444
8385,22500.05722
8386,22499.19891
8387,22499.31335
8388,22499.02725
8389,22498.91281
8390,22498.51227
8391,22498.68393
8392,22943.8591
8393,23787.117
8394,24814.91089
8395,25000.41962
8396,25000.82016
8397,24999.38965
8398,24999.10355
8399,24999.44687
8400,25001.2207
8401,24999.50409
8402,24999.38965
8403,24999.73297
8404,25001.04904
8405,24999.44687
8406,24998.703
8407,24999.67575
8408,24999.90463
8409,25000.76294
8410,24999.56131
8411,24998.87466
8412,25000.41962
8413,24999.38965
8414,25001.10626
8415,24999.67575
8416,25000.99182
8417,24999.73297
8418,24999.84741
8419,25000.70572
8420,24999.16077
8421,24999.73297
8422,25001.10626
8423,24999.38965
8424,24999.67575
8425,24999.27521
8426,24999.56131
8427,24999.04633
8428,25001.04904
8429,24999.44687
8430,25001.04904
8431,25001.10626
8432,24999.33243
8433,25000.59128
8434,24999.44687
8435,24999.56131
8436,25000.13351
8437,24999.44687
8438,24999.79019
8439,25000.70572
8440,24999.10355
8441,25001.27792
8442,24999.56131
8443,24999.27521
8444,24999.61853
8445,24999.79019
8446,24999.44687
8447,25001.10626
8448,25001.33514
8449,24998.87466
8450,24999.10355
8451,24999.27521
8452,24999.84741
8453,25000.07629
8454,24998.93188
8455,24999.61853
8456,24999.56131
8457,25001.39236
8458,24999.61853
8459,24999.33243
8460,24402.17972
8461,23366.37497
8462,22287.65488
8463,20961.34186
8464,19683.60901
8465,18514.30893
8466,17111.94992
8467,15508.51822
8468,13930.83572
8469,11183.05206
8470,8554.6875
8471,5381.584167
8472,1527.557373
8473,-1.945495605
8474,0
8475,0
8476,0
8477,0
8478,1481.552124
8479,2499.389648
8480,2499.847412
8481,2499.790192
8482,2499.61853
8483,2499.675751
8484,2499.675751
8485,2499.904633
8486,2499.961853
8487,2499.675751
8488,2499.675751
8489,2500.019073
8490,2499.732971
8491,2500.019073
8492,2499.790192
8493,2499.847412
8494,2499.847412
8495,2499.847412
8496,2499.847412
8497,2499.56131
8498,2500.133514
8499,2499.56131
8500,2499.732971
8501,2499.732971
8502,2499.847412
8503,2499.504089
8504,2499.904633
8505,2499.675751
8506,2500.019073
8507,2499.675751
8508,2499.61853
8509,2499.961853
8510,2499.56131
8511,2499.56131
8512,2499.790192
8513,2499.675751
8514,2499.675751
8515,2500.019073
8516,2499.56131
8517,2500.076294
8518,2499.61853
8519,2499.847412
8520,2499.961853
8521,2499.847412
8522,2499.790192
8523,2500.076294
8524,2499.847412
8525,4999.523163
8526,4999.980927
8527,4999.637604
8528,4999.694824
8529,5000.38147
8530,4999.980927
8531,4999.694824
8532,5000.324249
8533,5000.095367
8534,4999.465942
8535,4999.752045
8536,5000.38147
8537,5000.095367
8538,5000.43869
8539,5000.43869
8540,4999.980927
8541,4999.866486
8542,4999.637604
8543,4999.351501
8544,5000.038147
8545,4999.523163
8546,4999.866486
8547,4999.637604
8548,5000.38147
8549,4999.980927
8550,5000.095367
8551,4999.523163
8552,5000.38147
8553,5000.324249
8554,5000.038147
8555,4999.694824
8556,4999.637604
8557,5000.095367
8558,4999.694824
8559,4999.923706
8560,5000.152588
8561,4999.923706
8562,4999.637604
8563,5000.152588
8564,5000.209808
8565,4999.866486
8566,4999.694824
8567,5000.324249
8568,4999.694824
8569,4999.523163
8570,6262.779236
8571,7501.487732
8572,7501.373291
8573,7501.716614
8574,7501.659393
8575,7501.659393
8576,7498.79837
8577,7498.970032
8578,7498.855591
8579,7498.912811
8580,7498.855591
8581,7501.487732
8582,7501.602173
8583,7501.659393
8584,7501.716614
8585,7501.716614
8586,7501.602173
8587,7498.970032
8588,7498.912811
8589,7501.544952
8590,7498.79837
8591,7501.316071
8592,7501.20163
8593,7498.912811
8594,7499.027252
8595,7501.544952
8596,7501.659393
8597,7501.602173
8598,7501.430511
8599,7501.487732
8600,7501.716614
8601,7501.659393
8602,7498.970032
8603,7501.544952
8604,7501.659393
8605,7501.25885
8606,7498.79837
8607,7499.027252
8608,7499.141693
8609,7501.773834
8610,7501.773834
8611,7499.027252
8612,7501.659393
8613,7501.487732
8614,7499.027252
8615,10003.39508
8616,10001.67847
8617,9998.874664
8618,9998.645782
8619,10001.27792
8620,10001.44958
8621,9998.931885
8622,9999.961853
8623,10001.44958
8624,9998.874664
8625,9998.874664
8626,9998.989105
8627,9999.790192
8628,9999.732971
8629,10001.33514
8630,10001.39236
8631,10001.27792
8632,9998.931885
8633,9999.790192
8634,9998.874664
8635,10000.01907
8636,9998.645782
8637,10001.2207
8638,9998.874664
8639,9999.732971
8640,9999.732971
8641,10001.2207
8642,9999.103546
8643,9999.732971
8644,10001.39236
8645,9999.675751
8646,9999.961853
8647,10001.44958
8648,9999.61853
8649,9999.675751
8650,9998.703003
8651,9999.790192
8652,10001.50681
8653,9999.446869
8654,9998.874664
8655,10001.62125
8656,9998.703003
8657,9998.874664
8658,7831.134796
8659,671.8826294
8660,0
8661,0
8662,0
8663,0
8664,0
8665,2641.067505
8666,6175.518036
8667,9868.526459
8668,12345.65735
8669,12502.04086
8670,12501.18256
8671,12499.17984
8672,12501.64032
8673,12499.3515
8674,12502.21252
8675,12499.17984
8676,12501.64032
8677,12499.52316
8678,12498.43597
8679,12502.21252
8680,12501.06812
8681,12499.3515
8682,12501.297
8683,12501.64032
8684,12501.23978
8685,12502.21252
8686,12498.09265
8687,12499.12262
8688,12498.55042
8689,12498.26431
8690,12502.21252
8691,12501.46866
8692,12501.5831
8693,12501.81198
8694,12498.49319
8695,12502.09808
8696,12500.72479
8697,12502.09808
8698,12497.92099
8699,12497.86377
8700,12501.69754
8701,12499.3515
8702,12502.09808
8703,12499.58038
8704,12498.26431
8705,12501.297
8706,12498.89374
8707,13551.75018
8708,15002.74658
8709,15001.77383
8710,15001.48773
8711,15001.37329
8712,15001.37329
8713,15001.14441
8714,15000.91553
8715,15001.02997
8716,15001.08719
8717,15001.02997
8718,15001.37329
8719,15001.54495
8720,15001.43051
8721,15001.25885
8722,15001.54495
8723,15001.9455
8724,15001.20163
8725,15001.54495
8726,15001.9455
8727,15001.25885
8728,15001.43051
8729,15001.65939
8730,15001.37329
8731,15001.88828
8732,15000.91553
8733,15001.31607
8734,15001.20163
8735,15001.71661
8736,15001.71661
8737,15001.31607
8738,15001.20163
8739,15001.08719
8740,15001.88828
8741,15001.65939
8742,15001.71661
8743,15001.48773
8744,15001.25885
8745,15001.08719
8746,15001.60217
8747,15002.05994
8748,15001.48773
8749,15001.02997
8750,15001.54495
8751,15001.43051
8752,15121.19293
8753,16497.40219
8754,17500.19073
8755,17501.16348
8756,17497.61581
8757,17500.82016
8758,17500.6485
8759,17500.47684
8760,17501.10626
8761,17498.87466
8762,17500.01907
8763,17500.13351
8764,17497.8447
8765,17501.67847
8766,17498.58856
8767,17498.64578
8768,17497.78748
8769,17497.95914
8770,17500.76294
8771,17500.70572
8772,17501.27792
8773,17499.79019
8774,17498.18802
8775,17500.41962
8776,17500.47684
8777,17500.24796
8778,17500.01907
8779,17499.10355
8780,17498.35968
8781,17498.30246
8782,17501.10626
8783,17499.84741
8784,17500.82016
8785,17498.1308
8786,17498.24524
8787,17498.81744
8788,17499.33243
8789,17499.33243
8790,17498.07358
8791,17497.78748
8792,17498.18802
8793,17499.33243
8794,17500.6485
8795,17497.8447
8796,17498.30246
8797,17500.99182
8798,18204.68903
8799,19236.03058
8800,19999.17984
8801,19999.00818
8802,19998.66486
8803,20000.55313
8804,19999.00818
8805,19998.95096
8806,19999.17984
8807,20000.26703
8808,20001.35422
8809,19999.3515
8810,19998.83652
8811,19998.95096
8812,20000.32425
8813,20001.52588
8814,20000.03815
8815,20001.69754
8816,20002.1553
8817,19999.17984
8818,20001.75476
8819,19999.12262
8820,20000.03815
8821,19999.52316
8822,20000.26703
8823,20001.8692
8824,19999.98093
8825,20001.41144
8826,20000.43869
8827,19998.89374
8828,20000.38147
8829,20000.78201
8830,19999.17984
8831,20001.297
8832,19999.52316
8833,19999.92371
8834,19999.29428
8835,20001.35422
8836,19999.29428
8837,19999.52316
8838,20000.09537
8839,19999.23706
8840,20001.81198
8841,20001.18256
8842,19999.0654
8843,20980.28183
8844,21983.9859
8845,22499.48502
8846,22500
8847,22499.08447
8848,22499.82834
8849,22499.7139
8850,22499.94278
8851,22499.77112
8852,22500
8853,22500.5722
8854,22500.11444
8855,22500
8856,22499.19891
8857,22499.37057
8858,22500.51498
8859,22499.59946
8860,22499.31335
8861,22499.37057
8862,22499.88556
8863,22500.2861
8864,22499.77112
8865,22500.40054
8866,22499.37057
8867,22500.2861
8868,22500.22888
8869,22499.14169
8870,22499.4278
8871,22499.54224
8872,22499.02725
8873,22499.48502
8874,22499.02725
8875,22499.02725
8876,22498.91281
8877,22499.37057
8878,22499.65668
8879,22499.25613
8880,22499.59946
8881,22500.2861
8882,22498.91281
8883,22500.17166
8884,22498.22617
8885,22498.56949
8886,22980.53741
8887,23980.06439
8888,24850.04425
8889,25000.30518
8890,25001.10626
8891,24999.38965
8892,24998.81744
8893,24999.96185
8894,25000.82016
8895,25000.41962
8896,25000.76294
8897,24998.81744
8898,24999.38965
8899,24998.76022
8900,24998.76022
8901,24999.44687
8902,24999.67575
8903,25001.27792
8904,24999.10355
8905,24999.84741
8906,24999.38965
8907,24998.98911
8908,24999.61853
8909,25000.6485
8910,24999.90463
8911,25000.07629
8912,24999.10355
8913,25000.70572
8914,24999.50409
8915,25000.59128
8916,25000.30518
8917,24998.98911
8918,25000.6485
8919,25001.2207
8920,24998.4169
8921,25000.53406
8922,25001.39236
8923,24998.4169
8924,25001.33514
8925,24998.81744
8926,25000.6485
8927,24998.98911
8928,25000.07629
8929,25000.99182
8930,25001.2207
8931,25000.01907
8932,25000.07629
8933,25000.47684
8934,24998.30246
8935,25000.19073
8936,25000.47684
8937,24999.10355
8938,25000.47684
8939,25000.07629
8940,25000.6485
8941,24999.84741
8942,25000.41962
8943,25000.53406
8944,25000.99182
8945,25001.16348
8946,24999.27521
8947,25000.19073
8948,25001.2207
8949,24999.50409
8950,24999.04633
8951,24999.33243
8952,25000.6485
8953,25000.3624
8954,24999.56131
8955,25000.01907
8956,24383.06808
8957,23303.37524
8958,22180.3093
8959,21010.60867
8960,19713.59253
8961,18493.42346
8962,16979.599
8963,15722.40829
8964,13807.12509
8965,12136.11603
8966,10168.41888
8967,7556.247711
8968,4254.226685
8969,0
8970,0
8971,0
8972,0
8973,0
8974,2266.788483
8975,2499.904633
8976,2500.705719
8977,2500.076294
8978,2499.961853
8979,2500.419617
8980,2500.476837
8981,2499.961853
8982,2500.534058
8983,2500.705719
8984,2500.934601
8985,2500.247955
8986,2500.247955
8987,2500.476837
8988,2500.362396
8989,2500.190735
8990,2500.076294
8991,2500.534058
8992,2500.133514
8993,2500.076294
8994,2500.305176
8995,2500.019073
8996,2500.247955
8997,2499.961853
8998,2500.076294
8999,2500.476837
9000,2500.019073
9001,2500.019073
9002,2500.476837
9003,2499.904633
9004,2500.247955
9005,2499.847412
9006,2500.133514
9007,2500.476837
9008,2500.762939
9009,2500.991821
9010,2500.190735
9011,2499.961853
9012,2500.762939
9013,2500.076294
9014,2499.847412
9015,2500.305176
9016,2500.076294
9017,2500.247955
9018,2500.419617
9019,3313.980103
9020,5000.43869
9021,5000.495911
9022,4999.580383
9023,5000.324249
9024,5000.324249
9025,5000.267029
9026,5000.553131
9027,5000.495911
9028,5000.553131
9029,4999.694824
9030,5000.267029
9031,5000.43869
9032,4999.637604
9033,4999.523163
9034,5000.610352
9035,5000.43869
9036,5000.43869
9037,4999.408722
9038,5000.553131
9039,5000.553131
9040,5000.667572
9041,5000.610352
9042,5000.38147
9043,5000.43869
9044,5000.38147
9045,4999.523163
9046,5000.209808
9047,5000.43869
9048,4999.752045
9049,4999.809265
9050,5000.324249
9051,5000.38147
9052,4999.580383
9053,4999.694824
9054,5000.495911
9055,4999.580383
9056,5000.38147
9057,4999.351501
9058,5000.553131
9059,5000.38147
9060,5000.38147
9061,4999.294281
9062,5000.610352
9063,5000.610352
9064,5000.667572
9065,7501.945496
9066,7500.972748
9067,7500.972748
9068,7498.683929
9069,7500.972748
9070,7500.915527
9071,7501.087189
9072,7501.144409
9073,7498.626709
9074,7500.972748
9075,7498.626709
9076,7500.743866
9077,7501.029968
9078,7498.626709
9079,7500.858307
9080,7498.397827
9081,7498.626709
9082,7498.569489
9083,7500.972748
9084,7498.74115
9085,7498.626709
9086,7498.970032
9087,7500.972748
9088,7500.686646
9089,7498.512268
9090,7500.629425
9091,7500.915527
9092,7498.683929
9093,7500.858307
9094,7498.74115
9095,7498.683929
9096,7498.683929
9097,7500.915527
9098,7498.569489
9099,7501.087189
9100,7501.029968
9101,7501.144409
9102,7501.087189
9103,7501.144409
9104,7501.087189
9105,7498.626709
9106,7498.79837
9107,7498.74115
9108,7498.74115
9109,7575.244904
9110,10001.27792
9111,9999.046326
9112,10000.53406
9113,10000.41962
9114,10000.82016
9115,10000.6485
9116,10000.59128
9117,9998.531342
9118,9998.703003
9119,9998.588562
9120,10000.70572
9121,10000.47684
9122,9998.474121
9123,9998.474121
9124,9998.588562
9125,10000.82016
9126,9998.703003
9127,10001.04904
9128,10000.6485
9129,10000.41962
9130,9998.703003
9131,10000.87738
9132,10000.59128
9133,9998.645782
9134,9998.474121
9135,10000.41962
9136,10000.30518
9137,9998.588562
9138,10001.27792
9139,10000.3624
9140,9998.588562
9141,10000.99182
9142,10001.10626
9143,10000.30518
9144,9998.474121
9145,9998.588562
9146,10001.10626
9147,10000.30518
9148,9998.817444
9149,10000.99182
9150,10000.59128
9151,10000.70572
9152,9998.703003
9153,10000.87738
9154,10000.30518
9155,6728.610992
9156,0
9157,0
9158,0
9159,0
9160,0
9161,0
9162,1945.838928
9163,5211.524963
9164,8884.162903
9165,11162.62436
9166,12499.6376
9167,12501.12534
9168,12501.06812
9169,12499.17984
9170,12501.06812
9171,12499.29428
9172,12499.52316
9173,12501.18256
9174,12498.55042
9175,12501.01089
9176,12501.23978
9177,12498.43597
9178,12500.89645
9179,12501.69754
9180,12498.49319
9181,12501.35422
9182,12501.297
9183,12498.89374
9184,12501.81198
9185,12499.3515
9186,12499.0654
9187,12501.46866
9188,12498.66486
9189,12498.20709
9190,12498.95096
9191,12501.75476
9192,12498.55042
9193,12498.26431
9194,12501.75476
9195,12501.69754
9196,12501.98364
9197,12499.23706
9198,12499.46594
9199,12502.04086
9200,12498.26431
9201,12500.66757
9202,12501.35422
9203,12498.43597
9204,12502.1553
9205,12499.6376
9206,12498.7793
9207,12502.1553
9208,13088.32169
9209,14670.23849
9210,15000.17166
9211,15001.02997
9212,15000.97275
9213,15000.68665
9214,15000.62943
9215,15000.91553
9216,15000.74387
9217,15000.68665
9218,15000.91553
9219,15000.97275
9220,15000.80109
9221,15000.51498
9222,15000.45776
9223,15000.74387
9224,15000.40054
9225,15000.80109
9226,15000.45776
9227,15000.51498
9228,15000.2861
9229,15000.45776
9230,15000.11444
9231,15000.80109
9232,15001.02997
9233,15000.51498
9234,15000.34332
9235,15000.74387
9236,15000.80109
9237,15000.68665
9238,15000.85831
9239,15000.85831
9240,15000.80109
9241,15000.68665
9242,15000.5722
9243,15000.80109
9244,15000.45776
9245,15000.45776
9246,15000.62943
9247,15000.2861
9248,15000.2861
9249,15000.40054
9250,15000.11444
9251,15000.74387
9252,15000.17166
9253,15000.34332
9254,15320.20569
9255,17014.50348
9256,17498.07358
9257,17500.76294
9258,17500.82016
9259,17498.30246
9260,17500.3624
9261,17500.82016
9262,17498.24524
9263,17500.24796
9264,17501.39236
9265,17497.95914
9266,17500.59128
9267,17500.24796
9268,17501.50681
9269,17500.07629
9270,17499.38965
9271,17498.07358
9272,17501.39236
9273,17501.44958
9274,17500.13351
9275,17498.93188
9276,17500.53406
9277,17501.56403
9278,17498.01636
9279,17500.99182
9280,17499.38965
9281,17498.53134
9282,17501.56403
9283,17501.27792
9284,17500.9346
9285,17500.13351
9286,17497.95914
9287,17501.39236
9288,17499.10355
9289,17498.703
9290,17500.53406
9291,17499.27521
9292,17499.10355
9293,17498.87466
9294,17498.4169
9295,17501.04904
9296,17498.47412
9297,17499.67575
9298,17499.16077
9299,17499.73297
9300,17723.69385
9301,19212.74185
9302,19999.98093
9303,19999.6376
9304,20001.75476
9305,20001.8692
9306,20001.46866
9307,20001.64032
9308,20000.26703
9309,19999.0654
9310,19999.12262
9311,20001.81198
9312,20000.32425
9313,20000.03815
9314,19999.40872
9315,20001.5831
9316,19999.98093
9317,19999.3515
9318,20001.5831
9319,20001.5831
9320,20000.32425
9321,19998.89374
9322,19999.52316
9323,19999.80927
9324,20001.297
9325,20000.38147
9326,19999.12262
9327,19999.3515
9328,20000.32425
9329,20000.32425
9330,20000.15259
9331,19998.89374
9332,20002.09808
9333,20001.18256
9334,19999.0654
9335,20001.75476
9336,19999.80927
9337,20000.38147
9338,19999.00818
9339,20001.75476
9340,20000.32425
9341,20000.43869
9342,20000.43869
9343,20001.297
9344,21081.56204
9345,22506.69479
9346,22501.02997
9347,22498.68393
9348,22500.85831
9349,22500.74387
9350,22500.97275
9351,22498.68393
9352,22501.08719
9353,22498.51227
9354,22500.91553
9355,22498.62671
9356,22498.34061
9357,22498.39783
9358,22501.48773
9359,22500.5722
9360,22500.68665
9361,22500.51498
9362,22501.31607
9363,22501.02997
9364,22500.85831
9365,22498.51227
9366,22501.20163
9367,22501.02997
9368,22501.14441
9369,22501.25885
9370,22500.74387
9371,22498.0545
9372,22498.34061
9373,22500.62943
9374,22498.45505
9375,22498.62671
9376,22498.28339
9377,22501.14441
9378,22501.02997
9379,22500.97275
9380,22501.20163
9381,22500.74387
9382,22501.02997
9383,22500.51498
9384,22500.91553
9385,22498.39783
9386,22498.11172
9387,22498.51227
9388,22500.05722
9389,23430.17578
9390,24202.13699
9391,25000.47684
9392,25000.47684
9393,25000.07629
9394,24999.44687
9395,25001.16348
9396,24999.73297
9397,24999.44687
9398,24999.33243
9399,24999.90463
9400,25000.76294
9401,25000.19073
9402,24999.90463
9403,24999.38965
9404,25000.07629
9405,25000.3624
9406,25000.07629
9407,24999.44687
9408,24999.67575
9409,25000.59128
9410,25000.01907
9411,24999.16077
9412,25000.82016
9413,25000.6485
9414,24999.79019
9415,25000.87738
9416,25000.41962
9417,25000.53406
9418,25000.3624
9419,25000.53406
9420,25000.70572
9421,24999.79019
9422,25000.24796
9423,24998.93188
9424,25000.76294
9425,25000.13351
9426,25000.82016
9427,24999.04633
9428,25001.16348
9429,24999.79019
9430,24999.84741
9431,25000.13351
9432,24999.27521
9433,25000.01907
9434,24999.90463
9435,25000.82016
9436,25000.70572
9437,24999.67575
9438,25000.3624
9439,24999.67575
9440,24999.38965
9441,25000.6485
9442,24999.27521
9443,25000.07629
9444,25000.3624
9445,24999.90463
9446,24999.67575
9447,25000.70572
9448,24998.98911
9449,25000.6485
9450,24999.79019
9451,25001.16348
9452,24998.87466
9453,25000.47684
9454,25000.13351
9455,24585.68573
9456,23555.20248
9457,22002.41089
9458,20775.94757
9459,19610.76736
9460,17837.16202
9461,16327.45743
9462,14191.01715
9463,12462.32986
9464,9883.232117
9465,7594.356537
9466,2619.20929
9467,0
9468,0
9469,0
9470,0
9471,0
9472,2500.076294
9473,2499.961853
9474,2499.790192
9475,2499.790192
9476,2499.732971
9477,2500.190735
9478,2500.247955
9479,2499.732971
9480,2500.019073
9481,2499.961853
9482,2499.732971
9483,2499.904633
9484,2499.790192
9485,2499.790192
9486,2499.56131
9487,2499.961853
9488,2499.961853
9489,2499.847412
9490,2499.504089
9491,2499.904633
9492,2500.019073
9493,2500.019073
9494,2500.019073
9495,2499.732971
9496,2499.847412
9497,2500.019073
9498,2499.847412
9499,2499.847412
9500,2500.019073
9501,2499.790192
9502,2499.847412
9503,2499.56131
9504,2499.56131
9505,2499.790192
9506,2499.732971
9507,2499.732971
9508,2499.732971
9509,2499.56131
9510,2499.675751
9511,2500.076294
9512,2499.61853
9513,2499.961853
9514,2499.732971
9515,2499.732971
9516,2499.790192
9517,5000.610352
9518,4999.809265
9519,5000.724792
9520,4999.580383
9521,4999.923706
9522,5000.38147
9523,4999.637604
9524,4999.637604
9525,4999.580383
9526,5000.610352
9527,4999.752045
9528,5000.553131
9529,4999.694824
9530,5000.095367
9531,5000.610352
9532,5000.667572
9533,4999.694824
9534,5000.724792
9535,4999.408722
9536,4999.408722
9537,5000.038147
9538,4999.580383
9539,4999.694824
9540,4999.637604
9541,5000.095367
9542,5000.095367
9543,5000.839233
9544,5000.095367
9545,5000.610352
9546,5000.553131
9547,4999.523163
9548,5000.095367
9549,5000.095367
9550,5000.610352
9551,4999.465942
9552,5000.209808
9553,5000.667572
9554,5000.553131
9555,4999.12262
9556,5000.152588
9557,5000.495911
9558,4999.351501
9559,4999.465942
9560,5000.782013
9561,5000.152588
9562,4999.465942
9563,7498.74115
9564,7498.683929
9565,7501.25885
9566,7501.087189
9567,7500.972748
9568,7500.801086
9569,7500.915527
9570,7498.855591
9571,7498.512268
9572,7501.029968
9573,7498.683929
9574,7498.626709
9575,7501.087189
9576,7498.79837
9577,7498.912811
9578,7498.970032
9579,7501.087189
9580,7501.144409
9581,7499.084473
9582,7499.198914
9583,7499.084473
9584,7499.198914
9585,7500.858307
9586,7500.686646
9587,7500.915527
9588,7500.915527
9589,7498.970032
9590,7499.313354
9591,7499.313354
9592,7499.141693
9593,7499.141693
9594,7499.256134
9595,7499.141693
9596,7499.313354
9597,7500.915527
9598,7500.915527
9599,7500.915527
9600,7498.970032
9601,7498.912811
9602,7498.970032
9603,7499.027252
9604,7500.858307
9605,7499.084473
9606,7501.087189
9607,7501.25885
9608,9999.504089
9609,9998.474121
9610,10001.2207
9611,10000.30518
9612,9998.645782
9613,10000.99182
9614,10000.24796
9615,9998.531342
9616,10001.27792
9617,10000.41962
9618,9998.531342
9619,9998.645782
9620,10001.10626
9621,10000.19073
9622,9998.474121
9623,9998.588562
9624,9998.703003
9625,9998.416901
9626,10000.24796
9627,9998.35968
9628,10000.99182
9629,9998.703003
9630,10001.2207
9631,10000.30518
9632,10000.53406
9633,9998.645782
9634,10000.87738
9635,10000.13351
9636,9998.760223
9637,10001.16348
9638,10000.6485
9639,9998.703003
9640,10001.16348
9641,9998.416901
9642,10000.24796
9643,9998.645782
9644,10000.47684
9645,10001.04904
9646,10000.6485
9647,9998.703003
9648,10001.04904
9649,10000.6485
9650,10001.2207
9651,10001.2207
9652,6599.178314
9653,0
9654,0
9655,0
9656,0
9657,0
9658,2804.317474
9659,7521.514893
9660,10226.09711
9661,12501.69754
9662,12498.26431
9663,12498.03543
9664,12501.5831
9665,12501.75476
9666,12501.46866
9667,12498.72208
9668,12499.98093
9669,12498.7793
9670,12500.15259
9671,12501.75476
9672,12500.09537
9673,12501.06812
9674,12498.83652
9675,12499.69482
9676,12500.26703
9677,12501.52588
9678,12499.75204
9679,12501.5831
9680,12499.6376
9681,12498.72208
9682,12501.81198
9683,12498.55042
9684,12501.52588
9685,12498.83652
9686,12501.41144
9687,12500.55313
9688,12498.14987
9689,12502.09808
9690,12498.66486
9691,12501.75476
9692,12500.49591
9693,12501.75476
9694,12498.14987
9695,12501.75476
9696,12498.83652
9697,12499.80927
9698,12500.72479
9699,13712.82578
9700,15000.17166
9701,14999.82834
9702,15000.34332
9703,14999.59946
9704,15000.34332
9705,15000
9706,14999.82834
9707,14999.94278
9708,14999.77112
9709,14999.59946
9710,14999.54224
9711,14999.31335
9712,14999.59946
9713,14999.7139
9714,14999.82834
9715,14999.54224
9716,14999.4278
9717,14999.65668
9718,14999.7139
9719,14999.77112
9720,14999.88556
9721,14999.54224
9722,14999.54224
9723,14999.88556
9724,15000.05722
9725,14999.88556
9726,14999.94278
9727,14999.54224
9728,14999.48502
9729,14999.7139
9730,14999.94278
9731,14999.7139
9732,14999.48502
9733,15000.17166
9734,14999.59946
9735,14999.65668
9736,14999.59946
9737,14999.88556
9738,14999.88556
9739,14999.65668
9740,14999.88556
9741,14999.54224
9742,14999.19891
9743,14999.08447
9744,15204.50592
9745,16550.04501
9746,17498.24524
9747,17498.81744
9748,17499.67575
9749,17501.33514
9750,17498.53134
9751,17498.30246
9752,17501.27792
9753,17499.96185
9754,17500.3624
9755,17499.90463
9756,17498.30246
9757,17501.10626
9758,17500.19073
9759,17499.90463
9760,17498.64578
9761,17499.21799
9762,17501.10626
9763,17498.24524
9764,17499.50409
9765,17501.67847
9766,17499.16077
9767,17499.21799
9768,17498.35968
9769,17498.703
9770,17499.79019
9771,17498.76022
9772,17498.87466
9773,17501.39236
9774,17498.1308
9775,17501.10626
9776,17501.27792
9777,17498.703
9778,17500.6485
9779,17499.33243
9780,17499.61853
9781,17501.56403
9782,17498.703
9783,17500.30518
9784,17498.98911
9785,17498.93188
9786,17501.27792
9787,17501.10626
9788,17498.30246
9789,17500.41962
9790,17915.49683
9791,19164.67667
9792,19998.55042
9793,20000.66757
9794,20001.01089
9795,20001.12534
9796,20000.43869
9797,20001.52588
9798,19999.23706
9799,20001.06812
9800,20000.72479
9801,20000.95367
9802,20000.43869
9803,19998.72208
9804,19999.29428
9805,20001.46866
9806,20000.66757
9807,20000.49591
9808,19998.7793
9809,20001.69754
9810,20000.26703
9811,19998.60764
9812,19998.95096
9813,20000.49591
9814,19999.00818
9815,20000.61035
9816,20001.23978
9817,20000.78201
9818,19999.29428
9819,20001.52588
9820,20001.297
9821,20000.43869
9822,19999.29428
9823,19998.20709
9824,19998.60764
9825,20000.95367
9826,20001.01089
9827,20001.06812
9828,20001.06812
9829,20001.12534
9830,19998.89374
9831,20000.95367
9832,20001.297
9833,20000.78201
9834,19998.32153
9835,20551.35727
9836,21749.78256
9837,22498.85559
9838,22498.68393
9839,22498.68393
9840,22500.45776
9841,22498.62671
9842,22500.45776
9843,22500.05722
9844,22500.34332
9845,22499.14169
