number,Act_speed
606,7498.855591
607,7498.683929
608,7501.602173
609,7501.430511
610,7501.659393
611,7501.602173
612,7498.79837
613,7499.027252
614,7501.602173
615,7501.602173
616,7501.487732
617,7498.970032
618,7501.544952
619,7501.544952
620,7501.544952
621,7498.912811
622,7501.25885
623,7501.544952
624,7501.602173
625,7501.831055
626,7499.084473
627,7498.970032
628,7501.602173
629,7499.141693
630,7498.912811
631,7501.716614
632,7499.027252
633,7501.544952
634,7499.141693
635,7498.912811
636,7499.084473
637,7499.027252
638,7498.912811
639,7498.912811
640,7498.855591
641,7499.027252
642,8016.529083
643,10000.19073
644,10000.24796
645,9998.703003
646,9999.904633
647,10001.04904
648,10001.27792
649,9998.645782
650,10000.24796
651,10000.9346
652,9998.645782
653,10001.04904
654,9998.931885
655,10000.30518
656,10000.87738
657,10000.01907
658,10000.76294
659,9998.817444
660,10000.07629
661,10001.10626
662,9998.989105
663,10000.3624
664,10000.99182
665,9998.760223
666,9998.989105
667,10000.3624
668,9998.874664
669,10001.33514
670,10000.13351
671,10000.99182
672,9998.531342
673,9998.931885
674,10001.04904
675,10001.2207
676,10000.07629
677,10000.99182
678,9998.703003
679,10000.87738
680,10000.19073
681,10001.33514
682,9998.817444
683,10000.24796
684,10001.27792
685,9998.817444
686,9998.645782
687,9998.588562
688,6103.878021
689,0
690,0
691,0
692,0
693,0
694,2795.619965
695,6294.078827
696,8995.857239
697,11162.7388
698,12500.32425
699,12498.72208
700,12501.46866
701,12500.61035
702,12498.49319
703,12501.8692
704,12499.12262
705,12499.58038
706,12502.21252
707,12499.12262
708,12501.18256
709,12501.5831
710,12498.7793
711,12501.41144
712,12501.52588
713,12501.23978
714,12498.49319
715,12498.95096
716,12499.69482
717,12502.32697
718,12499.52316
719,12499.69482
720,12502.09808
721,12499.52316
722,12501.297
723,12501.35422
724,12501.81198
725,12501.06812
726,12498.95096
727,12501.01089
728,12501.41144
729,12501.52588
730,12498.37875
731,12499.52316
732,12499.46594
733,12501.46866
734,12498.43597
735,12500.55313
736,12501.06812
737,12501.01089
738,12502.21252
739,12499.0654
740,13429.87061
741,15000.34332
742,15000.5722
743,15000.45776
744,15000.51498
745,15000.11444
746,15000.68665
747,15000.40054
748,15000.74387
749,15000.2861
750,15000.51498
751,15000.11444
752,15000.51498
753,14999.88556
754,15000.22888
755,15000
756,15000.17166
757,14999.82834
758,15000.17166
759,15000.05722
760,15000.11444
761,15000.11444
762,15000.05722
763,15000.45776
764,15000.40054
765,15000.2861
766,15000.2861
767,15000.17166
768,14999.77112
769,15000
770,15000.05722
771,14999.77112
772,15000.05722
773,15000.22888
774,15000.11444
775,14999.82834
776,15000.2861
777,14999.94278
778,14999.88556
779,15000
780,15000
781,14999.94278
782,15000.62943
783,14999.82834
784,15092.23938
785,17320.00351
786,17498.81744
787,17498.93188
788,17499.84741
789,17500.6485
790,17498.30246
791,17501.10626
792,17498.07358
793,17499.90463
794,17500.47684
795,17498.64578
796,17501.2207
797,17498.24524
798,17501.56403
799,17497.78748
800,17499.56131
801,17500.82016
802,17498.47412
803,17499.96185
804,17500.87738
805,17498.47412
806,17500.01907
807,17499.27521
808,17498.47412
809,17501.16348
810,17499.56131
811,17499.67575
812,17499.50409
813,17498.18802
814,17499.61853
815,17500.82016
816,17498.07358
817,17498.53134
818,17499.73297
819,17498.24524
820,17500.76294
821,17498.53134
822,17497.67303
823,17501.2207
824,17498.07358
825,17499.96185
826,17499.79019
827,17497.73026
828,17499.21799
829,17501.27792
830,18542.28973
831,19810.40955
832,20001.46866
833,20000.89645
834,19998.7793
835,19999.17984
836,20001.35422
837,20000.61035
838,19998.72208
839,19998.95096
840,20001.297
841,20000.89645
842,19998.72208
843,19998.49319
844,20000.95367
845,20000.32425
846,19999.17984
847,20000.95367
848,20000.78201
849,19999.23706
850,19998.55042
851,20001.41144
852,20001.52588
853,20001.18256
854,20001.5831
855,20001.297
856,19999.00818
857,20001.75476
858,20001.18256
859,19998.60764
860,20001.01089
861,20001.12534
862,19998.95096
863,20001.18256
864,20001.12534
865,19999.00818
866,20001.12534
867,19999.23706
868,20001.06812
869,20000.95367
870,20001.12534
871,19998.49319
872,19999.12262
873,19998.7793
874,20001.12534
875,20001.06812
876,20971.12656
877,21890.31601
878,22501.14441
879,22501.02997
880,22500.68665
881,22498.62671
882,22500.51498
883,22501.14441
884,22500.68665
885,22500.85831
886,22500.74387
887,22500.51498
888,22498.74115
889,22500.91553
890,22501.02997
891,22500.85831
892,22499.25613
893,22499.02725
894,22500.51498
895,22499.02725
896,22498.56949
897,22498.79837
898,22499.02725
899,22498.51227
900,22501.02997
901,22499.08447
902,22501.20163
903,22500.80109
904,22498.68393
905,22499.14169
906,22501.02997
907,22500.91553
908,22500.2861
909,22501.37329
910,22501.20163
911,22500.85831
912,22498.56949
913,22498.51227
914,22498.56949
915,22499.08447
916,22501.14441
917,22498.85559
918,22498.51227
919,22500.74387
920,22817.05856
921,23957.29065
922,25004.88281
923,24999.56131
924,25001.33514
925,25001.04904
926,24999.67575
927,24999.21799
928,24999.90463
929,24998.87466
930,25000.87738
931,24999.73297
932,24999.27521
933,24999.73297
934,25001.33514
935,24999.27521
936,24999.79019
937,24999.44687
938,24999.90463
939,25001.39236
940,24999.38965
941,24999.27521
942,25001.04904
943,24999.67575
944,25000.76294
945,24999.10355
946,24999.84741
947,25000.76294
948,24999.10355
949,25001.10626
950,24999.50409
951,24999.79019
952,25001.2207
953,24999.33243
954,24999.50409
955,24999.33243
956,24999.27521
957,24999.61853
958,25001.04904
959,24999.16077
960,25000.70572
961,24999.27521
962,24999.96185
963,25000.70572
964,24999.50409
965,24999.50409
966,24999.84741
967,25000.99182
968,24999.50409
969,24998.64578
970,24999.38965
971,24999.56131
972,24999.73297
973,25000.3624
974,24999.90463
975,24999.16077
976,25000.9346
977,24999.44687
978,24998.98911
979,25001.04904
980,25001.04904
981,25000.47684
982,25001.2207
983,25000.70572
984,25001.10626
985,24999.56131
986,24050.90332
987,22644.99664
988,21305.06516
989,19769.38248
990,18363.70468
991,16487.56027
992,14580.57404
993,12885.76126
994,10382.4234
995,7332.744598
996,3861.522675
997,0
998,0
999,0
1000,0
1001,0
1002,2074.356079
1003,2500.190735
1004,2500.076294
1005,2500.362396
1006,2500.591278
1007,2500.591278
1008,2500.305176
1009,2500.362396
1010,2500.476837
1011,2500.534058
1012,2500.934601
1013,2500.362396
1014,2500.305176
1015,2500.019073
1016,2500.419617
1017,2500.076294
1018,2500.362396
1019,2500.190735
1020,2500.419617
1021,2500.133514
1022,2500.362396
1023,2500.305176
1024,2500.362396
1025,2500.419617
1026,2500.133514
1027,2500.362396
1028,2500.190735
1029,2500.133514
1030,2500.190735
1031,2500.419617
1032,2500.305176
1033,2500.419617
1034,2499.961853
1035,2499.904633
1036,2500.362396
1037,2501.049042
1038,2500.019073
1039,2500.87738
1040,2499.847412
1041,2500.247955
1042,2500.476837
1043,2500.362396
1044,2500.305176
1045,4935.436249
1046,5000.152588
1047,5000.209808
1048,4999.752045
1049,4999.694824
1050,5000.324249
1051,4999.752045
1052,4999.809265
1053,4999.809265
1054,5000.495911
1055,4999.752045
1056,5000.267029
1057,4999.580383
1058,5000.209808
1059,5000.43869
1060,4999.809265
1061,5000.209808
1062,4999.980927
1063,4999.923706
1064,5000.324249
1065,5000.038147
1066,5000.495911
1067,5000.324249
1068,4999.694824
1069,5000.324249
1070,4999.580383
1071,4999.809265
1072,5000.610352
1073,4999.866486
1074,5000.43869
1075,5000.43869
1076,4999.866486
1077,5000.495911
1078,4999.752045
1079,4999.809265
1080,5000.43869
1081,4999.637604
1082,5000.43869
1083,4999.866486
1084,4999.809265
1085,4999.866486
1086,5000.095367
1087,4999.866486
1088,5000.152588
1089,5000.38147
1090,5931.301117
1091,7500.858307
1092,7500.858307
1093,7498.79837
1094,7499.084473
1095,7500.972748
1096,7500.801086
1097,7498.912811
1098,7500.801086
1099,7500.572205
1100,7499.027252
1101,7498.855591
1102,7501.144409
1103,7498.74115
1104,7498.683929
1105,7498.569489
1106,7498.683929
1107,7501.144409
1108,7501.087189
1109,7501.20163
1110,7501.25885
1111,7501.029968
1112,7501.144409
1113,7500.915527
1114,7499.027252
1115,7499.027252
1116,7498.912811
1117,7501.029968
1118,7498.970032
1119,7498.855591
1120,7501.144409
1121,7501.087189
1122,7501.087189
1123,7501.144409
1124,7501.144409
1125,7501.144409
1126,7501.029968
1127,7500.801086
1128,7501.087189
1129,7500.972748
1130,7500.972748
1131,7498.970032
1132,7498.970032
1133,7499.198914
1134,7501.087189
1135,7500.801086
1136,9914.073944
1137,10001.33514
1138,10001.62125
1139,9998.931885
1140,9998.588562
1141,9998.760223
1142,10001.2207
1143,9998.874664
1144,9999.904633
1145,10001.2207
1146,9998.874664
1147,9998.760223
1148,9998.989105
1149,9999.904633
1150,10001.33514
1151,9998.817444
1152,9998.989105
1153,10001.39236
1154,9998.760223
1155,9998.760223
1156,10001.2207
1157,10001.56403
1158,9998.817444
1159,9998.989105
1160,10001.56403
1161,9998.931885
1162,9998.760223
1163,9999.675751
1164,9998.760223
1165,9999.732971
1166,10001.62125
1167,10001.67847
1168,9998.817444
1169,10001.39236
1170,9999.046326
1171,9999.046326
1172,9999.446869
1173,10001.73569
1174,9998.416901
1175,9998.760223
1176,9999.332428
1177,9998.531342
1178,10001.44958
1179,10001.56403
1180,10001.73569
1181,9574.928284
1182,2272.911072
1183,0
1184,0
1185,0
1186,0
1187,0
1188,2562.332153
1189,5902.290344
1190,8495.979309
1191,10748.806
1192,12501.92642
1193,12501.75476
1194,12498.20709
1195,12501.18256
1196,12501.41144
1197,12498.09265
1198,12501.75476
1199,12501.297
1200,12498.32153
1201,12502.09808
1202,12499.12262
1203,12501.18256
1204,12502.26974
1205,12499.23706
1206,12501.35422
1207,12502.09808
1208,12499.23706
1209,12499.58038
1210,12501.41144
1211,12497.86377
1212,12502.38419
1213,12502.26974
1214,12498.83652
1215,12499.46594
1216,12499.29428
1217,12501.35422
1218,12498.49319
1219,12501.01089
1220,12501.18256
1221,12499.58038
1222,12501.12534
1223,12500.95367
1224,12501.01089
1225,12501.5831
1226,12501.46866
1227,12499.46594
1228,12502.32697
1229,12498.55042
1230,12501.81198
1231,12499.12262
1232,12501.35422
1233,12499.98093
1234,14231.07147
1235,14999.65668
1236,15000.40054
1237,15000.11444
1238,15000.51498
1239,15000.40054
1240,15000.2861
1241,14999.94278
1242,15000.22888
1243,15000.05722
1244,15000.2861
1245,15000.40054
1246,15000.34332
1247,15000.17166
1248,15000.05722
1249,15000.62943
1250,15000.34332
1251,15000.05722
1252,15000.05722
1253,15000.40054
1254,15000.40054
1255,15000.2861
1256,15000.91553
1257,15000.51498
1258,15000.2861
1259,15000.62943
1260,15000.05722
1261,15000.05722
1262,15000.2861
1263,15000.05722
1264,15000.2861
1265,15000.45776
1266,15000
1267,14999.7139
1268,15000.34332
1269,15000.34332
1270,15000
1271,14999.82834
1272,15000.22888
1273,15000.11444
1274,15802.63138
1275,17499.38965
1276,17497.95914
1277,17500.53406
1278,17498.24524
1279,17500.6485
1280,17499.50409
1281,17499.56131
1282,17500.70572
1283,17499.73297
1284,17499.10355
1285,17501.2207
1286,17498.01636
1287,17499.84741
1288,17499.84741
1289,17498.01636
1290,17501.27792
1291,17499.04633
1292,17498.18802
1293,17499.67575
1294,17498.24524
1295,17500.99182
1296,17498.98911
1297,17500.82016
1298,17501.62125
1299,17498.1308
1300,17500.76294
1301,17501.27792
1302,17498.53134
1303,17499.10355
1304,17501.50681
1305,17498.30246
1306,17499.96185
1307,17500.59128
1308,17501.2207
1309,17501.39236
1310,17499.44687
1311,17500.3624
1312,17498.53134
1313,17501.16348
1314,17500.13351
1315,17498.07358
1316,17500.9346
1317,17498.4169
1318,18448.90594
1319,19977.95105
1320,20001.75476
1321,20000.26703
1322,20000.20981
1323,19998.89374
1324,20001.35422
1325,20000.03815
1326,19998.60764
1327,20001.41144
1328,20000.15259
1329,19999.23706
1330,20000.55313
1331,19999.00818
1332,20001.52588
1333,20000.66757
1334,19998.83652
1335,20000.38147
1336,19998.72208
1337,19999.29428
1338,19998.89374
1339,20000.89645
1340,20000.72479
1341,19999.40872
1342,20001.75476
1343,20000.55313
1344,19998.60764
1345,20001.297
1346,20000.26703
1347,20000.43869
1348,19999.29428
1349,19999.0654
1350,19999.00818
1351,19998.7793
1352,20000.72479
1353,19999.52316
1354,20001.18256
1355,20000.66757
1356,19999.40872
1357,20000.78201
1358,20000.66757
1359,19999.29428
1360,20000.95367
1361,20000.49591
1362,19998.7793
1363,20001.18256
1364,20000.83923
1365,20450.1915
1366,21474.15161
1367,22444.78226
1368,22499.25613
1369,22499.65668
1370,22499.02725
1371,22499.4278
1372,22499.94278
1373,22499.54224
1374,22499.14169
1375,22499.48502
1376,22498.97003
1377,22499.82834
1378,22499.37057
1379,22499.31335
1380,22498.39783
1381,22498.74115
1382,22500.05722
1383,22500.17166
1384,22499.25613
1385,22499.08447
1386,22499.82834
1387,22498.97003
1388,22499.4278
1389,22499.82834
1390,22498.97003
1391,22498.74115
1392,22499.14169
1393,22500.17166
1394,22499.7139
1395,22499.94278
1396,22500.2861
1397,22499.31335
1398,22499.31335
1399,22498.28339
1400,22499.08447
1401,22498.97003
1402,22500.05722
1403,22499.88556
1404,22500.11444
1405,22499.88556
1406,22500.11444
1407,22499.65668
1408,22498.79837
1409,22499.08447
1410,22500.34332
1411,22498.97003
1412,23221.77887
1413,24323.27271
1414,25006.88553
1415,24999.96185
1416,24999.67575
1417,24999.84741
1418,24999.04633
1419,24999.50409
1420,25001.16348
1421,25000.07629
1422,24999.33243
1423,24999.10355
1424,25000.76294
1425,25001.33514
1426,24999.84741
1427,25000.6485
1428,25000.99182
1429,24999.84741
1430,24999.96185
1431,25001.04904
1432,25000.9346
1433,25000.01907
1434,24999.44687
1435,24999.50409
1436,24999.27521
1437,24999.04633
1438,25001.56403
1439,24999.44687
1440,24999.16077
1441,25000.9346
1442,24999.67575
1443,24998.87466
1444,24999.61853
1445,24999.04633
1446,24999.38965
1447,24999.67575
1448,24999.33243
1449,24999.56131
1450,24999.90463
1451,25000.70572
1452,25000.53406
1453,25000.30518
1454,25001.33514
1455,25000.13351
1456,25001.04904
1457,24999.61853
1458,25000.59128
1459,24999.84741
1460,25000.41962
1461,25000.82016
1462,25001.27792
1463,25000.41962
1464,24999.10355
1465,25000.30518
1466,25000.24796
1467,25000.24796
1468,24999.10355
1469,24999.27521
1470,25000.70572
1471,24999.73297
1472,25001.10626
1473,24999.33243
1474,25001.67847
1475,25000.82016
1476,25001.2207
1477,24999.84741
1478,24317.55066
1479,22776.54648
1480,21330.81436
1481,19871.17767
1482,18288.86032
1483,16663.85651
1484,15128.11661
1485,13497.56241
1486,11132.69806
1487,6794.528961
1488,3061.466217
1489,0
1490,0
1491,0
1492,0
1493,0
1494,2500.190735
1495,2500.190735
1496,2500.648499
1497,2500.190735
1498,2500.190735
1499,2500.534058
1500,2500.648499
1501,2500.534058
1502,2500.190735
1503,2500.705719
1504,2500.476837
1505,2500.362396
1506,2500.648499
1507,2500.762939
1508,2500.190735
1509,2500.362396
1510,2500.762939
1511,2500.133514
1512,2500.019073
1513,2499.961853
1514,2500.247955
1515,2500.076294
1516,2499.904633
1517,2500.419617
1518,2500.305176
1519,2500.305176
1520,2500.247955
1521,2500.305176
1522,2500.419617
1523,2500.247955
1524,2500.476837
1525,2500.476837
1526,2500.305176
1527,2500.419617
1528,2500.076294
1529,2500.419617
1530,2500.076294
1531,2500.190735
1532,2500.591278
1533,2500.076294
1534,2500.076294
1535,2500.991821
1536,2500.534058
1537,2500.076294
1538,2519.874573
1539,4999.351501
1540,5000.38147
1541,5000.553131
1542,5000.43869
1543,5000.667572
1544,4999.580383
1545,5000.267029
1546,4999.866486
1547,4999.809265
1548,5000.209808
1549,5000.667572
1550,5000.610352
1551,4999.523163
1552,5000.209808
1553,5000.209808
1554,5000.553131
1555,4999.351501
1556,5000.43869
1557,5000.667572
1558,5000.724792
1559,5000.724792
1560,4999.465942
1561,5000.324249
1562,5000.839233
1563,5000.667572
1564,4999.580383
1565,5000.38147
1566,5000.724792
1567,4999.465942
1568,5000.782013
1569,4999.580383
1570,5000.267029
1571,5000.495911
1572,5000.495911
1573,4999.752045
1574,5000.324249
1575,5000.095367
1576,5000.38147
1577,5000.495911
1578,4999.580383
1579,5000.152588
1580,5000.152588
1581,5000.495911
1582,4999.580383
1583,7498.912811
1584,7498.79837
1585,7498.855591
1586,7498.912811
1587,7498.74115
1588,7498.683929
1589,7498.683929
1590,7500.972748
1591,7501.087189
1592,7500.915527
1593,7500.858307
1594,7500.858307
1595,7498.569489
1596,7498.569489
1597,7498.397827
1598,7500.572205
1599,7498.512268
1600,7498.79837
1601,7498.970032
1602,7498.74115
1603,7498.683929
1604,7499.027252
1605,7498.683929
1606,7498.912811
1607,7498.79837
1608,7500.915527
1609,7500.915527
1610,7501.029968
1611,7500.972748
1612,7498.79837
1613,7498.855591
1614,7500.858307
1615,7500.858307
1616,7498.855591
1617,7500.801086
1618,7498.912811
1619,7498.455048
1620,7499.027252
1621,7498.626709
1622,7498.683929
1623,7498.683929
1624,7498.855591
1625,7498.683929
1626,7498.79837
1627,7498.74115
1628,7498.74115
1629,7752.799988
1630,10000.99182
1631,10000.41962
1632,9998.30246
1633,9998.30246
1634,10000.3624
1635,10000.47684
1636,10000.53406
1637,9998.35968
1638,10001.04904
1639,10000.99182
1640,10000.47684
1641,10000.53406
1642,10000.47684
1643,9998.30246
1644,10001.04904
1645,10001.44958
1646,10001.39236
1647,10000.30518
1648,9998.35968
1649,9998.30246
1650,10001.39236
1651,10001.33514
1652,10000.30518
1653,10000.3624
1654,9998.130798
1655,9998.416901
1656,9998.416901
1657,10000.41962
1658,10000.24796
1659,10001.33514
1660,10000.24796
1661,9998.531342
1662,9998.245239
1663,10001.27792
1664,10000.19073
1665,9998.645782
1666,9998.703003
1667,10000.24796
1668,10000.07629
1669,9998.531342
1670,10001.16348
1671,10000.99182
1672,10000.3624
1673,8367.404938
1674,1150.817871
1675,0
1676,0
1677,0
1678,0
1679,0
1680,2975.177765
1681,6526.107788
1682,9061.889648
1683,11522.99881
1684,12499.12262
1685,12499.98093
